GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
colab-client/client-generator-plugin,ch.colabproject.colab.generator.plugin,TypeScriptHelper,638,0,110,0,170,0,69,0,14,0
colab-client/client-generator-plugin,ch.colabproject.colab.generator.plugin,FileHelper,24,0,0,0,7,0,2,0,2,0
colab-client/client-generator-plugin,ch.colabproject.colab.generator.plugin,GeneratorPlugin,70,0,2,0,20,0,5,0,4,0
colab-client/client-generator-plugin,ch.colabproject.colab.generator.plugin,Generator,544,0,22,0,139,0,33,0,22,0
colab-client/client-generator-plugin,ch.colabproject.colab.generator.plugin.rest,RestClient.CookieFilter,56,0,6,0,16,0,6,0,3,0
colab-client/client-generator-plugin,ch.colabproject.colab.generator.plugin.rest,ServerException,8,0,0,0,4,0,2,0,2,0
colab-client/client-generator-plugin,ch.colabproject.colab.generator.plugin.rest,Param,41,0,0,0,17,0,11,0,11,0
colab-client/client-generator-plugin,ch.colabproject.colab.generator.plugin.rest,RestClient,369,0,42,0,85,0,36,0,15,0
colab-client/client-generator-plugin,ch.colabproject.colab.generator.plugin.rest,ClientException,8,0,0,0,4,0,2,0,2,0
colab-client/client-generator-plugin,ch.colabproject.colab.generator.plugin.rest,FormField,17,0,0,0,7,0,5,0,5,0
colab-client/client-generator-plugin,ch.colabproject.colab.generator.plugin.rest,RestEndpoint,2100,0,130,0,507,0,117,0,52,0
colab-client/client-generator-plugin,ch.colabproject.colab.generator.plugin.rest,RestMethod,276,0,10,0,86,0,41,0,36,0
